iter 72000 || ARM_L Loss: 0.4017 ARM_C Loss: 1.3362 ODM_L Loss: 0.6022 ODM_C Loss: 1.3694 Total:3.7096 || lr:0.000100 || Saving state, iter: 72000
iter 74400 || ARM_L Loss: 0.4784 ARM_C Loss: 1.2010 ODM_L Loss: 0.5464 ODM_C Loss: 1.0724 Total:3.2982 || lr:0.000100 || timer: 0.2974 sec.
iter 74500 || ARM_L Loss: 0.3129 ARM_C Loss: 1.0240 ODM_L Loss: 0.4490 ODM_C Loss: 0.8901 Total:2.6760 || lr:0.000100 || timer: 0.3248 sec.
iter 74600 || ARM_L Loss: 0.4367 ARM_C Loss: 1.0251 ODM_L Loss: 0.4707 ODM_C Loss: 1.1622 Total:3.0947 || lr:0.000100 || timer: 0.2959 sec.
iter 74700 || ARM_L Loss: 0.4974 ARM_C Loss: 0.9312 ODM_L Loss: 0.5211 ODM_C Loss: 1.0705 Total:3.0202 || lr:0.000100 || timer: 0.3268 sec.
iter 74800 || ARM_L Loss: 0.4533 ARM_C Loss: 1.2688 ODM_L Loss: 0.6070 ODM_C Loss: 1.0985 Total:3.4276 || lr:0.000100 || timer: 0.3116 sec.
iter 74900 || ARM_L Loss: 0.6324 ARM_C Loss: 1.3154 ODM_L Loss: 0.8027 ODM_C Loss: 1.2295 Total:3.9800 || lr:0.000100 || timer: 0.2865 sec.
iter 75000 || ARM_L Loss: 0.4153 ARM_C Loss: 1.0561 ODM_L Loss: 0.5936 ODM_C Loss: 1.0078 Total:3.0727 || lr:0.000100 || timer: 0.3357 sec.
iter 75100 || ARM_L Loss: 0.4869 ARM_C Loss: 1.2166 ODM_L Loss: 0.5923 ODM_C Loss: 0.9047 Total:3.2005 || lr:0.000100 || timer: 0.3049 sec.
iter 75200 || ARM_L Loss: 0.6221 ARM_C Loss: 1.2865 ODM_L Loss: 0.6787 ODM_C Loss: 1.0234 Total:3.6107 || lr:0.000100 || timer: 0.3445 sec.
iter 75300 || ARM_L Loss: 0.8018 ARM_C Loss: 1.4582 ODM_L Loss: 0.8358 ODM_C Loss: 1.0977 Total:4.1935 || lr:0.000100 || timer: 0.3288 sec.
iter 75400 || ARM_L Loss: 0.3165 ARM_C Loss: 0.8844 ODM_L Loss: 0.4276 ODM_C Loss: 1.0251 Total:2.6536 || lr:0.000100 || timer: 0.3205 sec.
iter 75500 || ARM_L Loss: 0.5577 ARM_C Loss: 1.0498 ODM_L Loss: 0.5300 ODM_C Loss: 0.9619 Total:3.0994 || lr:0.000100 || timer: 0.3094 sec.
iter 75600 || ARM_L Loss: 0.5734 ARM_C Loss: 1.1766 ODM_L Loss: 0.6735 ODM_C Loss: 1.0954 Total:3.5190 || lr:0.000100 || timer: 0.2966 sec.
iter 75700 || ARM_L Loss: 0.3125 ARM_C Loss: 0.7544 ODM_L Loss: 0.4510 ODM_C Loss: 0.8794 Total:2.3972 || lr:0.000100 || timer: 0.2990 sec.
iter 75800 || ARM_L Loss: 0.6554 ARM_C Loss: 1.4309 ODM_L Loss: 0.6205 ODM_C Loss: 1.0990 Total:3.8058 || lr:0.000100 || timer: 0.3018 sec.
iter 75900 || ARM_L Loss: 0.4620 ARM_C Loss: 1.0356 ODM_L Loss: 0.5306 ODM_C Loss: 0.8468 Total:2.8750 || lr:0.000100 || timer: 0.3171 sec.
iter 76000 || ARM_L Loss: 0.3237 ARM_C Loss: 0.9359 ODM_L Loss: 0.4009 ODM_C Loss: 0.9497 Total:2.6103 || lr:0.000100 || Saving state, iter: 76000
timer: 0.3158 sec.
iter 76100 || ARM_L Loss: 0.4562 ARM_C Loss: 1.2078 ODM_L Loss: 0.6288 ODM_C Loss: 1.2272 Total:3.5200 || lr:0.000100 || timer: 0.3215 sec.
iter 76200 || ARM_L Loss: 0.5150 ARM_C Loss: 1.1162 ODM_L Loss: 0.6975 ODM_C Loss: 1.2108 Total:3.5395 || lr:0.000100 || timer: 0.3151 sec.
iter 76300 || ARM_L Loss: 0.4213 ARM_C Loss: 0.9414 ODM_L Loss: 0.4379 ODM_C Loss: 1.0428 Total:2.8435 || lr:0.000100 || timer: 0.3094 sec.
iter 76400 || ARM_L Loss: 0.4457 ARM_C Loss: 0.9560 ODM_L Loss: 0.5056 ODM_C Loss: 0.8639 Total:2.7712 || lr:0.000100 || timer: 0.2978 sec.
iter 76500 || ARM_L Loss: 0.5657 ARM_C Loss: 1.1385 ODM_L Loss: 0.6059 ODM_C Loss: 1.2311 Total:3.5412 || lr:0.000100 || timer: 0.2894 sec.
iter 76600 || ARM_L Loss: 0.4634 ARM_C Loss: 1.1855 ODM_L Loss: 0.6101 ODM_C Loss: 1.0218 Total:3.2809 || lr:0.000100 || timer: 0.3030 sec.
iter 76700 || ARM_L Loss: 0.4202 ARM_C Loss: 1.1828 ODM_L Loss: 0.5788 ODM_C Loss: 1.0550 Total:3.2369 || lr:0.000100 || timer: 0.3231 sec.
iter 76800 || ARM_L Loss: 0.5699 ARM_C Loss: 1.2105 ODM_L Loss: 0.6578 ODM_C Loss: 1.2675 Total:3.7058 || lr:0.000100 || timer: 0.3271 sec.
iter 76900 || ARM_L Loss: 0.5253 ARM_C Loss: 1.2865 ODM_L Loss: 0.6674 ODM_C Loss: 0.9536 Total:3.4327 || lr:0.000100 || timer: 0.3106 sec.
iter 77000 || ARM_L Loss: 0.4783 ARM_C Loss: 1.0066 ODM_L Loss: 0.5480 ODM_C Loss: 0.8284 Total:2.8613 || lr:0.000100 || timer: 0.3112 sec.
iter 77100 || ARM_L Loss: 0.5821 ARM_C Loss: 1.3574 ODM_L Loss: 0.6180 ODM_C Loss: 1.2307 Total:3.7882 || lr:0.000100 || timer: 0.3107 sec.
iter 77200 || ARM_L Loss: 0.2604 ARM_C Loss: 0.8163 ODM_L Loss: 0.3871 ODM_C Loss: 0.7403 Total:2.2041 || lr:0.000100 || timer: 0.2936 sec.
iter 77300 || ARM_L Loss: 0.4703 ARM_C Loss: 1.1218 ODM_L Loss: 0.5885 ODM_C Loss: 1.2359 Total:3.4165 || lr:0.000100 || timer: 0.2977 sec.
iter 77400 || ARM_L Loss: 0.4391 ARM_C Loss: 1.0569 ODM_L Loss: 0.5316 ODM_C Loss: 1.0470 Total:3.0747 || lr:0.000100 || timer: 0.2991 sec.
iter 77500 || ARM_L Loss: 0.3590 ARM_C Loss: 0.9209 ODM_L Loss: 0.5095 ODM_C Loss: 0.8810 Total:2.6704 || lr:0.000100 || timer: 0.2892 sec.
iter 77600 || ARM_L Loss: 0.4764 ARM_C Loss: 1.0817 ODM_L Loss: 0.5830 ODM_C Loss: 0.8951 Total:3.0361 || lr:0.000100 || timer: 0.3023 sec.
iter 77700 || ARM_L Loss: 0.5069 ARM_C Loss: 1.2983 ODM_L Loss: 0.6614 ODM_C Loss: 1.0396 Total:3.5061 || lr:0.000100 || timer: 0.3109 sec.
iter 77800 || ARM_L Loss: 0.4161 ARM_C Loss: 1.0878 ODM_L Loss: 0.5025 ODM_C Loss: 0.9605 Total:2.9669 || lr:0.000100 || timer: 0.3141 sec.
iter 77900 || ARM_L Loss: 0.3666 ARM_C Loss: 0.9922 ODM_L Loss: 0.6203 ODM_C Loss: 1.1827 Total:3.1619 || lr:0.000100 || timer: 0.3328 sec.
iter 78000 || ARM_L Loss: 0.5698 ARM_C Loss: 1.0180 ODM_L Loss: 0.6163 ODM_C Loss: 1.0328 Total:3.2369 || lr:0.000100 || timer: 0.3050 sec.
iter 78100 || ARM_L Loss: 0.5858 ARM_C Loss: 1.2132 ODM_L Loss: 0.6068 ODM_C Loss: 1.0512 Total:3.4570 || lr:0.000100 || timer: 0.3214 sec.
iter 78200 || ARM_L Loss: 0.3509 ARM_C Loss: 1.0103 ODM_L Loss: 0.5434 ODM_C Loss: 0.8614 Total:2.7660 || lr:0.000100 || timer: 0.3107 sec.
iter 78300 || ARM_L Loss: 0.5266 ARM_C Loss: 1.0384 ODM_L Loss: 0.6214 ODM_C Loss: 0.9938 Total:3.1803 || lr:0.000100 || timer: 0.3160 sec.
iter 78400 || ARM_L Loss: 0.5538 ARM_C Loss: 1.2849 ODM_L Loss: 0.6323 ODM_C Loss: 1.0479 Total:3.5189 || lr:0.000100 || timer: 0.3503 sec.
iter 78500 || ARM_L Loss: 0.5157 ARM_C Loss: 1.1156 ODM_L Loss: 0.5967 ODM_C Loss: 1.0942 Total:3.3222 || lr:0.000100 || timer: 0.3380 sec.
iter 78600 || ARM_L Loss: 0.4030 ARM_C Loss: 1.0720 ODM_L Loss: 0.5877 ODM_C Loss: 0.9018 Total:2.9645 || lr:0.000100 || timer: 0.3254 sec.
iter 78700 || ARM_L Loss: 0.4727 ARM_C Loss: 1.0955 ODM_L Loss: 0.6145 ODM_C Loss: 1.1702 Total:3.3530 || lr:0.000100 || timer: 0.3002 sec.
iter 78800 || ARM_L Loss: 0.4488 ARM_C Loss: 1.0667 ODM_L Loss: 0.5255 ODM_C Loss: 0.9661 Total:3.0071 || lr:0.000100 || timer: 0.2950 sec.
iter 78900 || ARM_L Loss: 0.4381 ARM_C Loss: 0.9981 ODM_L Loss: 0.4836 ODM_C Loss: 0.9295 Total:2.8493 || lr:0.000100 || timer: 0.3010 sec.
iter 79000 || ARM_L Loss: 0.5892 ARM_C Loss: 1.4549 ODM_L Loss: 0.6789 ODM_C Loss: 1.1836 Total:3.9066 || lr:0.000100 || timer: 0.3099 sec.
iter 79100 || ARM_L Loss: 0.5437 ARM_C Loss: 1.1790 ODM_L Loss: 0.6367 ODM_C Loss: 0.9021 Total:3.2615 || lr:0.000100 || timer: 0.3153 sec.
iter 79200 || ARM_L Loss: 0.7527 ARM_C Loss: 1.3438 ODM_L Loss: 0.7287 ODM_C Loss: 0.9664 Total:3.7917 || lr:0.000100 || timer: 0.2910 sec.
iter 79300 || ARM_L Loss: 0.4095 ARM_C Loss: 0.9586 ODM_L Loss: 0.6276 ODM_C Loss: 0.8427 Total:2.8384 || lr:0.000100 || timer: 0.3287 sec.
iter 79400 || ARM_L Loss: 0.4457 ARM_C Loss: 1.1993 ODM_L Loss: 0.6029 ODM_C Loss: 1.0477 Total:3.2956 || lr:0.000100 || timer: 0.2855 sec.
iter 79500 || ARM_L Loss: 0.6029 ARM_C Loss: 1.1599 ODM_L Loss: 0.7208 ODM_C Loss: 1.0267 Total:3.5103 || lr:0.000100 || timer: 0.3257 sec.
iter 79600 || ARM_L Loss: 0.4644 ARM_C Loss: 1.1444 ODM_L Loss: 0.6276 ODM_C Loss: 1.0281 Total:3.2646 || lr:0.000100 || timer: 0.3063 sec.
iter 79700 || ARM_L Loss: 0.6396 ARM_C Loss: 1.2969 ODM_L Loss: 0.7230 ODM_C Loss: 1.1822 Total:3.8417 || lr:0.000100 || timer: 0.3268 sec.
iter 79800 || ARM_L Loss: 0.5062 ARM_C Loss: 1.1219 ODM_L Loss: 0.5874 ODM_C Loss: 0.9828 Total:3.1983 || lr:0.000100 || timer: 0.3589 sec.
iter 79900 || ARM_L Loss: 0.5216 ARM_C Loss: 1.2420 ODM_L Loss: 0.6743 ODM_C Loss: 1.0038 Total:3.4418 || lr:0.000100 || timer: 0.3341 sec.
iter 80000 || ARM_L Loss: 0.5669 ARM_C Loss: 1.1297 ODM_L Loss: 0.6259 ODM_C Loss: 1.0076 Total:3.3302 || lr:0.000100 || Saving state, iter: 80000
timer: 0.3043 sec.
iter 80100 || ARM_L Loss: 0.5481 ARM_C Loss: 1.1911 ODM_L Loss: 0.5965 ODM_C Loss: 1.0821 Total:3.4177 || lr:0.000100 || timer: 0.3167 sec.
iter 80200 || ARM_L Loss: 0.6007 ARM_C Loss: 1.2609 ODM_L Loss: 0.6601 ODM_C Loss: 1.1000 Total:3.6216 || lr:0.000100 || timer: 0.3668 sec.
iter 80300 || ARM_L Loss: 0.6589 ARM_C Loss: 1.1102 ODM_L Loss: 0.4728 ODM_C Loss: 0.8693 Total:3.1112 || lr:0.000100 || timer: 0.3419 sec.
iter 80400 || ARM_L Loss: 0.4793 ARM_C Loss: 1.1045 ODM_L Loss: 0.5450 ODM_C Loss: 1.0774 Total:3.2062 || lr:0.000100 || timer: 0.2915 sec.
iter 80500 || ARM_L Loss: 0.7604 ARM_C Loss: 1.1580 ODM_L Loss: 0.5808 ODM_C Loss: 1.0702 Total:3.5695 || lr:0.000100 || timer: 0.3436 sec.
iter 80600 || ARM_L Loss: 0.3134 ARM_C Loss: 0.8964 ODM_L Loss: 0.4056 ODM_C Loss: 0.9232 Total:2.5386 || lr:0.000100 || timer: 0.3514 sec.
iter 80700 || ARM_L Loss: 0.5806 ARM_C Loss: 1.1680 ODM_L Loss: 0.6492 ODM_C Loss: 1.2282 Total:3.6260 || lr:0.000100 || timer: 0.3113 sec.
iter 80800 || ARM_L Loss: 0.4066 ARM_C Loss: 1.0158 ODM_L Loss: 0.5498 ODM_C Loss: 0.9576 Total:2.9298 || lr:0.000100 || timer: 0.3541 sec.
iter 80900 || ARM_L Loss: 0.5613 ARM_C Loss: 1.2550 ODM_L Loss: 0.6327 ODM_C Loss: 1.0135 Total:3.4625 || lr:0.000100 || timer: 0.3286 sec.
iter 81000 || ARM_L Loss: 0.3640 ARM_C Loss: 0.8185 ODM_L Loss: 0.4550 ODM_C Loss: 0.7689 Total:2.4065 || lr:0.000100 || timer: 0.3223 sec.
iter 81100 || ARM_L Loss: 0.5952 ARM_C Loss: 1.2313 ODM_L Loss: 0.5999 ODM_C Loss: 1.1037 Total:3.5301 || lr:0.000100 || timer: 0.3441 sec.
iter 81200 || ARM_L Loss: 0.3619 ARM_C Loss: 0.9800 ODM_L Loss: 0.4996 ODM_C Loss: 1.0178 Total:2.8593 || lr:0.000100 || timer: 0.3287 sec.
iter 81300 || ARM_L Loss: 0.6486 ARM_C Loss: 1.2070 ODM_L Loss: 0.6523 ODM_C Loss: 1.1128 Total:3.6206 || lr:0.000100 || timer: 0.3155 sec.
iter 81400 || ARM_L Loss: 0.4620 ARM_C Loss: 1.1562 ODM_L Loss: 0.5844 ODM_C Loss: 1.0479 Total:3.2506 || lr:0.000100 || timer: 0.3213 sec.
iter 81500 || ARM_L Loss: 0.5643 ARM_C Loss: 1.1935 ODM_L Loss: 0.6168 ODM_C Loss: 1.2902 Total:3.6649 || lr:0.000100 || timer: 0.3500 sec.
iter 81600 || ARM_L Loss: 0.4756 ARM_C Loss: 1.2911 ODM_L Loss: 0.5386 ODM_C Loss: 1.1196 Total:3.4249 || lr:0.000100 || timer: 0.3014 sec.
iter 81700 || ARM_L Loss: 0.5360 ARM_C Loss: 1.1104 ODM_L Loss: 0.4605 ODM_C Loss: 0.7884 Total:2.8954 || lr:0.000100 || timer: 0.2858 sec.
iter 81800 || ARM_L Loss: 0.4712 ARM_C Loss: 1.0908 ODM_L Loss: 0.5551 ODM_C Loss: 0.9339 Total:3.0510 || lr:0.000100 || timer: 0.2983 sec.
iter 81900 || ARM_L Loss: 0.3449 ARM_C Loss: 0.9289 ODM_L Loss: 0.5063 ODM_C Loss: 0.9532 Total:2.7332 || lr:0.000100 || timer: 0.3081 sec.
iter 82000 || ARM_L Loss: 0.3564 ARM_C Loss: 1.1733 ODM_L Loss: 0.4398 ODM_C Loss: 1.1381 Total:3.1076 || lr:0.000100 || timer: 0.3270 sec.
iter 82100 || ARM_L Loss: 0.6464 ARM_C Loss: 1.3611 ODM_L Loss: 0.7183 ODM_C Loss: 1.0777 Total:3.8035 || lr:0.000100 || timer: 0.3233 sec.
iter 82200 || ARM_L Loss: 0.4909 ARM_C Loss: 1.0883 ODM_L Loss: 0.5827 ODM_C Loss: 0.9031 Total:3.0650 || lr:0.000100 || timer: 0.3165 sec.
iter 82300 || ARM_L Loss: 0.3984 ARM_C Loss: 0.9095 ODM_L Loss: 0.4975 ODM_C Loss: 0.7595 Total:2.5649 || lr:0.000100 || timer: 0.3068 sec.
iter 82400 || ARM_L Loss: 0.3756 ARM_C Loss: 0.9591 ODM_L Loss: 0.5099 ODM_C Loss: 0.7144 Total:2.5589 || lr:0.000100 || timer: 0.2942 sec.
iter 82500 || ARM_L Loss: 0.5971 ARM_C Loss: 1.3025 ODM_L Loss: 0.6657 ODM_C Loss: 1.2064 Total:3.7718 || lr:0.000100 || timer: 0.3372 sec.
iter 82600 || ARM_L Loss: 0.4689 ARM_C Loss: 1.0815 ODM_L Loss: 0.5620 ODM_C Loss: 0.9621 Total:3.0744 || lr:0.000100 || timer: 0.3092 sec.
iter 82700 || ARM_L Loss: 0.6038 ARM_C Loss: 1.3064 ODM_L Loss: 0.8229 ODM_C Loss: 1.6368 Total:4.3698 || lr:0.000100 || timer: 0.2958 sec.
iter 82800 || ARM_L Loss: 0.5568 ARM_C Loss: 1.3168 ODM_L Loss: 0.7042 ODM_C Loss: 1.1822 Total:3.7601 || lr:0.000100 || timer: 0.3185 sec.
iter 82900 || ARM_L Loss: 0.5291 ARM_C Loss: 1.1116 ODM_L Loss: 0.5902 ODM_C Loss: 0.9933 Total:3.2243 || lr:0.000100 || timer: 0.3206 sec.
iter 83000 || ARM_L Loss: 0.4648 ARM_C Loss: 1.1658 ODM_L Loss: 0.5826 ODM_C Loss: 1.1836 Total:3.3968 || lr:0.000100 || timer: 0.3130 sec.
iter 83100 || ARM_L Loss: 0.5555 ARM_C Loss: 1.2394 ODM_L Loss: 0.5313 ODM_C Loss: 1.0301 Total:3.3563 || lr:0.000100 || timer: 0.3256 sec.
iter 83200 || ARM_L Loss: 0.5802 ARM_C Loss: 1.2223 ODM_L Loss: 0.6113 ODM_C Loss: 0.9505 Total:3.3642 || lr:0.000100 || timer: 0.3000 sec.
iter 83300 || ARM_L Loss: 0.3343 ARM_C Loss: 0.8434 ODM_L Loss: 0.4518 ODM_C Loss: 0.9128 Total:2.5423 || lr:0.000100 || timer: 0.3293 sec.
iter 83400 || ARM_L Loss: 0.3852 ARM_C Loss: 1.1165 ODM_L Loss: 0.4830 ODM_C Loss: 0.9066 Total:2.8913 || lr:0.000100 || timer: 0.3268 sec.
iter 83500 || ARM_L Loss: 0.5832 ARM_C Loss: 1.3988 ODM_L Loss: 0.6313 ODM_C Loss: 1.0858 Total:3.6991 || lr:0.000100 || timer: 0.2751 sec.
iter 83600 || ARM_L Loss: 0.2749 ARM_C Loss: 0.8312 ODM_L Loss: 0.4740 ODM_C Loss: 0.8486 Total:2.4287 || lr:0.000100 || timer: 0.2951 sec.
iter 83700 || ARM_L Loss: 0.3573 ARM_C Loss: 0.9694 ODM_L Loss: 0.4764 ODM_C Loss: 1.0541 Total:2.8572 || lr:0.000100 || timer: 0.2930 sec.
iter 83800 || ARM_L Loss: 0.5323 ARM_C Loss: 1.1414 ODM_L Loss: 0.6400 ODM_C Loss: 1.1967 Total:3.5104 || lr:0.000100 || timer: 0.3133 sec.
iter 83900 || ARM_L Loss: 0.3503 ARM_C Loss: 1.0613 ODM_L Loss: 0.5402 ODM_C Loss: 0.8631 Total:2.8149 || lr:0.000100 || timer: 0.3177 sec.
iter 84000 || ARM_L Loss: 0.5513 ARM_C Loss: 1.3287 ODM_L Loss: 0.6681 ODM_C Loss: 1.1331 Total:3.6813 || lr:0.000100 || Saving state, iter: 84000
timer: 0.2997 sec.
iter 84100 || ARM_L Loss: 0.3914 ARM_C Loss: 1.0844 ODM_L Loss: 0.4523 ODM_C Loss: 1.0177 Total:2.9458 || lr:0.000100 || timer: 0.3228 sec.
iter 84200 || ARM_L Loss: 0.6425 ARM_C Loss: 1.2382 ODM_L Loss: 0.6806 ODM_C Loss: 1.2457 Total:3.8071 || lr:0.000100 || timer: 0.3182 sec.
iter 84300 || ARM_L Loss: 0.5061 ARM_C Loss: 1.0905 ODM_L Loss: 0.5423 ODM_C Loss: 1.0705 Total:3.2094 || lr:0.000100 || timer: 0.3186 sec.
iter 84400 || ARM_L Loss: 0.4953 ARM_C Loss: 1.1556 ODM_L Loss: 0.5680 ODM_C Loss: 1.0400 Total:3.2590 || lr:0.000100 || timer: 0.2951 sec.
iter 84500 || ARM_L Loss: 0.6893 ARM_C Loss: 1.3472 ODM_L Loss: 0.7822 ODM_C Loss: 1.0612 Total:3.8799 || lr:0.000100 || timer: 0.3206 sec.
iter 84600 || ARM_L Loss: 0.5417 ARM_C Loss: 1.1137 ODM_L Loss: 0.5927 ODM_C Loss: 1.0082 Total:3.2563 || lr:0.000100 || timer: 0.3484 sec.
iter 84700 || ARM_L Loss: 0.4650 ARM_C Loss: 0.8964 ODM_L Loss: 0.5203 ODM_C Loss: 0.9517 Total:2.8333 || lr:0.000100 || timer: 0.3179 sec.
iter 84800 || ARM_L Loss: 0.3502 ARM_C Loss: 1.0305 ODM_L Loss: 0.5163 ODM_C Loss: 0.8628 Total:2.7598 || lr:0.000100 || timer: 0.2942 sec.
iter 84900 || ARM_L Loss: 0.5617 ARM_C Loss: 1.0727 ODM_L Loss: 0.5587 ODM_C Loss: 1.1619 Total:3.3550 || lr:0.000100 || timer: 0.3474 sec.
iter 85000 || ARM_L Loss: 0.7153 ARM_C Loss: 1.6377 ODM_L Loss: 0.7485 ODM_C Loss: 1.4878 Total:4.5892 || lr:0.000100 || timer: 0.3039 sec.
iter 85100 || ARM_L Loss: 0.5166 ARM_C Loss: 0.9983 ODM_L Loss: 0.6242 ODM_C Loss: 0.9294 Total:3.0685 || lr:0.000100 || timer: 0.3004 sec.
iter 85200 || ARM_L Loss: 0.5651 ARM_C Loss: 1.3200 ODM_L Loss: 0.6940 ODM_C Loss: 1.0139 Total:3.5930 || lr:0.000100 || timer: 0.3133 sec.
iter 85300 || ARM_L Loss: 0.4003 ARM_C Loss: 0.9369 ODM_L Loss: 0.5170 ODM_C Loss: 0.9295 Total:2.7837 || lr:0.000100 || timer: 0.2907 sec.
iter 85400 || ARM_L Loss: 0.5192 ARM_C Loss: 1.0135 ODM_L Loss: 0.6471 ODM_C Loss: 1.1173 Total:3.2971 || lr:0.000100 || timer: 0.2982 sec.
iter 85500 || ARM_L Loss: 0.3572 ARM_C Loss: 0.9562 ODM_L Loss: 0.4542 ODM_C Loss: 0.8332 Total:2.6008 || lr:0.000100 || timer: 0.3174 sec.
iter 85600 || ARM_L Loss: 0.2346 ARM_C Loss: 0.7473 ODM_L Loss: 0.3410 ODM_C Loss: 0.8395 Total:2.1625 || lr:0.000100 || timer: 0.3022 sec.
iter 85700 || ARM_L Loss: 0.4932 ARM_C Loss: 1.1142 ODM_L Loss: 0.6604 ODM_C Loss: 1.0873 Total:3.3552 || lr:0.000100 || timer: 0.2984 sec.
iter 85800 || ARM_L Loss: 0.4390 ARM_C Loss: 1.0171 ODM_L Loss: 0.6080 ODM_C Loss: 1.2232 Total:3.2873 || lr:0.000100 || timer: 0.3087 sec.
iter 85900 || ARM_L Loss: 0.4865 ARM_C Loss: 1.3876 ODM_L Loss: 0.4994 ODM_C Loss: 0.9110 Total:3.2845 || lr:0.000100 || timer: 0.3300 sec.
iter 86000 || ARM_L Loss: 0.4388 ARM_C Loss: 0.9368 ODM_L Loss: 0.4888 ODM_C Loss: 0.8432 Total:2.7076 || lr:0.000100 || timer: 0.3348 sec.
